Artifact,RowKey,CanonicalName,CatalogLayer,CurrentAuthority,CurrentConfidence,CurrentSourceRefs,Basis,Notes
types.csv,TYP-043,ExportedAuditData,core_canonical,official_spec,high,KB-006,transform_resolution,New core primitive added while resolving official ExportAuditDataApdu output
types.csv,TYP-044,AuditRequestPayload,core_canonical,official_spec,high,KB-006,transform_resolution,New core primitive added while resolving StartAuditApdu output
types.csv,TYP-045,TaxCoreConfigurationResponse,core_canonical,official_spec,high,KB-006,TXC-TYP-001,Shared Configuration service exposes a distinct public response shape even though it mirrors EnvironmentParametersResponse
types.csv,TYP-046,TaxRatesResponse,core_canonical,official_spec,high,KB-006,TXC-TYP-002,Shared Tax Rates service exposes a distinct response wrapper around current and historical tax-rate groups
types.csv,TYP-047,TaxRateGroup,core_canonical,official_spec,high,KB-006,TXC-TYP-003,TaxRateGroup is source-published and reused across shared TaxCore services and GetStatus
types.csv,TYP-048,TaxCategory,core_canonical,official_spec,high,KB-006,TXC-TYP-004,TaxCategory is source-published and reused across tax-rate-bearing services
types.csv,TYP-049,TaxRate,core_canonical,official_spec,high,KB-006,TXC-TYP-005,TaxRate is source-published and reused across tax-rate-bearing services
types.csv,TYP-050,EnvironmentDescriptor,core_canonical,official_spec,high,KB-006,TXC-TYP-006,Shared Environments service returns an array of explicit environment descriptor objects
types.csv,TYP-051,EncryptionCertificateBase64,core_canonical,official_spec,high,KB-006,TXC-TYP-007,Shared Encryption Certificate service returns a public certificate payload as a base64 string
types.csv,TYP-052,AuthenticationTokenResponse,core_canonical,official_spec,high,KB-006,TXC-TYP-008,Request Authentication Token publishes a distinct backend response model
types.csv,TYP-053,TaxCoreBooleanFlagBody,core_canonical,official_spec,medium,KB-006,TXC-TYP-009,A tiny normalized body primitive keeps the documented true or false backend request shape explicit
types.csv,TYP-054,Command,core_canonical,official_spec,high,KB-006,TXC-TYP-010,Command is source-published and reused across multiple E-SDC backend services
types.csv,TYP-055,AuditPackage,core_canonical,official_spec,high,KB-006,TXC-TYP-011,AuditPackage is source-published and should not stay implicit behind generic JSON blobs
types.csv,TYP-056,AuditDataStatus,core_canonical,official_spec,high,KB-006,TXC-TYP-012,AuditDataStatus is source-published and paired with a documented status family
types.csv,TYP-057,ProofOfAuditRequest,core_canonical,official_spec,high,KB-006,TXC-TYP-013,ProofOfAuditRequest is source-published and distinct from the opaque Start Audit APDU output
types.csv,TYP-058,EnvironmentDescriptorList,core_canonical,official_spec,high,KB-006,TXC-TYP-014,Canonical wrapper type closes the top-level shared Environments array output while preserving EnvironmentDescriptor as the source-published element model
types.csv,TYP-059,CommandList,core_canonical,official_spec,high,KB-006,TXC-TYP-015,Canonical wrapper type closes the top-level command-array outputs returned by E-SDC backend services while preserving Command as the source-published element model
enums.csv,ENUM-001,RSReceiptKind,core_canonical,normative,high,KB-003,REC-ENUM-001,Rulebook and technical guide both support the Serbian legal receipt-kind pair Promet and Avans
enums.csv,ENUM-002,RSReceiptKind,core_canonical,normative,high,KB-003,REC-ENUM-001,Rulebook and technical guide both support the Serbian legal receipt-kind pair Promet and Avans
enums.csv,ENUM-003,RSFiscalDocumentKind,core_canonical,normative,high,KB-003,REC-ENUM-002,Rulebook and technical guide both support the non-fiscal document family Copy Training and Proforma
enums.csv,ENUM-004,RSFiscalDocumentKind,core_canonical,normative,high,KB-003,REC-ENUM-002,Rulebook and technical guide both support the non-fiscal document family Copy Training and Proforma
enums.csv,ENUM-005,RSFiscalDocumentKind,core_canonical,normative,high,KB-003,REC-ENUM-002,Rulebook and technical guide both support the non-fiscal document family Copy Training and Proforma
enums.csv,ENUM-006,RSTransactionKind,core_canonical,normative,high,KB-003,REC-ENUM-003,Rulebook defines the sale vs refund or cancellation legal family and the guide repeats it
enums.csv,ENUM-007,RSTransactionKind,core_canonical,normative,high,KB-003,REC-ENUM-003,Rulebook defines the sale vs refund or cancellation legal family and the guide repeats it
enums.csv,ENUM-008,RSPaymentMethod,core_canonical,normative,high,KB-003; KB-005,REC-ENUM-004,Rulebook and guidance support the seven Serbian payment labels and mixed-payment behavior
enums.csv,ENUM-009,RSPaymentMethod,core_canonical,normative,high,KB-003; KB-005; REF-001,REC-ENUM-004,Rulebook and guidance support the seven Serbian payment labels and mixed-payment behavior
enums.csv,ENUM-010,RSPaymentMethod,core_canonical,normative,high,KB-003; KB-005,REC-ENUM-004,Rulebook and guidance support the seven Serbian payment labels and mixed-payment behavior
enums.csv,ENUM-011,RSPaymentMethod,core_canonical,normative,high,KB-003; KB-005,REC-ENUM-004,Rulebook and guidance support the seven Serbian payment labels and mixed-payment behavior
enums.csv,ENUM-012,RSPaymentMethod,core_canonical,normative,high,KB-003; KB-005; REF-001,REC-ENUM-004,Rulebook and guidance support the seven Serbian payment labels and mixed-payment behavior
enums.csv,ENUM-013,RSPaymentMethod,core_canonical,normative,high,KB-003; KB-005; REF-001,REC-ENUM-004,Rulebook and guidance support the seven Serbian payment labels and mixed-payment behavior
enums.csv,ENUM-014,RSPaymentMethod,core_canonical,normative,high,KB-003; KB-005; REF-001,REC-ENUM-004,Rulebook and guidance support the seven Serbian payment labels and mixed-payment behavior
enums.csv,ENUM-015,TaxCoreInvoiceType,core_canonical,official_spec,high,KB-006,REC-ENUM-005,Official CreateInvoice model and SignInvoice APDU field semantics support the five protocol invoice-type values
enums.csv,ENUM-016,TaxCoreInvoiceType,core_canonical,official_spec,high,KB-006,REC-ENUM-005,Official CreateInvoice model and SignInvoice APDU field semantics support the five protocol invoice-type values
enums.csv,ENUM-017,TaxCoreInvoiceType,core_canonical,official_spec,high,KB-006,REC-ENUM-005,Official CreateInvoice model and SignInvoice APDU field semantics support the five protocol invoice-type values
enums.csv,ENUM-018,TaxCoreInvoiceType,core_canonical,official_spec,high,KB-006,REC-ENUM-005,Official CreateInvoice model and SignInvoice APDU field semantics support the five protocol invoice-type values
enums.csv,ENUM-019,TaxCoreInvoiceType,core_canonical,official_spec,high,KB-006,REC-ENUM-005,Official CreateInvoice model and SignInvoice APDU field semantics support the five protocol invoice-type values
enums.csv,ENUM-020,TaxCoreTransactionType,core_canonical,official_spec,high,KB-006,REC-ENUM-006,Official CreateInvoice model and SignInvoice APDU field semantics support the Sale and Refund protocol values
enums.csv,ENUM-021,TaxCoreTransactionType,core_canonical,official_spec,high,KB-006,REC-ENUM-006,Official CreateInvoice model and SignInvoice APDU field semantics support the Sale and Refund protocol values
enums.csv,ENUM-022,TaxCorePaymentType,core_canonical,official_spec,high,KB-006; KB-005; REF-001,REC-ENUM-007,Official numeric mapping is explicit and Serbian materials help only with the crosswalk
enums.csv,ENUM-023,TaxCorePaymentType,core_canonical,official_spec,high,KB-006; KB-005,REC-ENUM-007,Official numeric mapping is explicit and Serbian materials help only with the crosswalk
enums.csv,ENUM-024,TaxCorePaymentType,core_canonical,official_spec,high,KB-006; KB-005,REC-ENUM-007,Official numeric mapping is explicit and Serbian materials help only with the crosswalk
enums.csv,ENUM-025,TaxCorePaymentType,core_canonical,official_spec,high,KB-006; KB-005,REC-ENUM-007,Official numeric mapping is explicit and Serbian materials help only with the crosswalk
enums.csv,ENUM-026,TaxCorePaymentType,core_canonical,official_spec,high,KB-006; KB-005; REF-001,REC-ENUM-007,Official numeric mapping is explicit and Serbian materials help only with the crosswalk
enums.csv,ENUM-027,TaxCorePaymentType,core_canonical,official_spec,high,KB-006; KB-005; REF-001,REC-ENUM-007,Official numeric mapping is explicit and Serbian materials help only with the crosswalk
enums.csv,ENUM-028,TaxCorePaymentType,core_canonical,official_spec,high,KB-006; KB-005; REF-001,REC-ENUM-007,Official numeric mapping is explicit and Serbian materials help only with the crosswalk
enums.csv,ENUM-029,InvoiceOptionFlag,core_canonical,official_spec,high,KB-006,REC-ENUM-008,Official request model explicitly constrains the option flags to string values 0 and 1
enums.csv,ENUM-030,InvoiceOptionFlag,core_canonical,official_spec,high,KB-006,REC-ENUM-008,Official request model explicitly constrains the option flags to string values 0 and 1
enums.csv,ENUM-031,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016; KB-005; KB-012,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-032,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-033,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016; KB-005,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-034,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-035,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-036,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-037,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016; KB-005,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-038,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-039,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-040,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-041,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-042,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-043,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016; KB-012,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-044,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-045,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-046,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-047,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-048,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-049,RSBuyerIdentificationCode,core_canonical,official_technical,high,KB-016,REC-ENUM-009,The buyer codebook is primary and later guidance only sharpens diplomatic and foreign-customer usage
enums.csv,ENUM-050,RSBuyerOptionalFieldCode,core_canonical,official_technical,high,KB-016; KB-012,REC-ENUM-010,The buyer optional-field codebook is primary and guidance only adjusts practical use expectations
enums.csv,ENUM-051,RSBuyerOptionalFieldCode,core_canonical,official_technical,high,KB-016; KB-012,REC-ENUM-010,The buyer optional-field codebook is primary and guidance only adjusts practical use expectations
enums.csv,ENUM-052,RSBuyerOptionalFieldCode,core_canonical,official_technical,high,KB-016; KB-005,REC-ENUM-010,The buyer optional-field codebook is primary and guidance only adjusts practical use expectations
enums.csv,ENUM-053,RSBuyerOptionalFieldCode,core_canonical,official_technical,high,KB-016,REC-ENUM-010,The buyer optional-field codebook is primary and guidance only adjusts practical use expectations
enums.csv,ENUM-054,RSBuyerOptionalFieldCode,core_canonical,official_technical,high,KB-016,REC-ENUM-010,The buyer optional-field codebook is primary and guidance only adjusts practical use expectations
enums.csv,ENUM-055,RSBuyerOptionalFieldCode,core_canonical,official_technical,high,KB-016,REC-ENUM-010,The buyer optional-field codebook is primary and guidance only adjusts practical use expectations
enums.csv,ENUM-056,RSBuyerOptionalFieldCode,core_canonical,official_technical,high,KB-016; KB-005,REC-ENUM-010,The buyer optional-field codebook is primary and guidance only adjusts practical use expectations
enums.csv,ENUM-057,RSBuyerOptionalFieldCode,core_canonical,official_technical,high,KB-016; KB-005,REC-ENUM-010,The buyer optional-field codebook is primary and guidance only adjusts practical use expectations
enums.csv,ENUM-058,SecurityElementFormFactor,core_canonical,normative,high,KB-011,REC-ENUM-011,The BE rulebook directly enumerates the allowed form factors
enums.csv,ENUM-059,SecurityElementFormFactor,core_canonical,normative,high,KB-011,REC-ENUM-011,The BE rulebook directly enumerates the allowed form factors
enums.csv,ENUM-060,SecurityElementFormFactor,core_canonical,normative,high,KB-011,REC-ENUM-011,The BE rulebook directly enumerates the allowed form factors
enums.csv,ENUM-061,SecurityElementFormFactor,core_canonical,normative,high,KB-011,REC-ENUM-011,The BE rulebook directly enumerates the allowed form factors
enums.csv,ENUM-062,SecurityElementCounterFamily,core_canonical,normative,high,KB-011,REC-ENUM-012,The BE rulebook directly defines the counter families that must exist
enums.csv,ENUM-063,SecurityElementCounterFamily,core_canonical,normative,high,KB-011,REC-ENUM-012,The BE rulebook directly defines the counter families that must exist
enums.csv,ENUM-064,SecurityElementCounterFamily,core_canonical,normative,high,KB-011,REC-ENUM-012,The BE rulebook directly defines the counter families that must exist
enums.csv,ENUM-065,SecurityElementCounterFamily,core_canonical,normative,high,KB-011,REC-ENUM-012,The BE rulebook directly defines the counter families that must exist
enums.csv,ENUM-066,CertificateType,reference_only,reference_impl,medium,REF-006,REC-ENUM-013,This family is useful for certificate-adapter work but not part of the core official fiscal protocol corpus
enums.csv,ENUM-067,CertificateType,reference_only,reference_impl,high,REF-006,REC-ENUM-013,This family is useful for certificate-adapter work but not part of the core official fiscal protocol corpus
enums.csv,ENUM-068,CertificateType,reference_only,reference_impl,high,REF-006,REC-ENUM-013,This family is useful for certificate-adapter work but not part of the core official fiscal protocol corpus
enums.csv,ENUM-069,CertificateType,reference_only,reference_impl,high,REF-006,REC-ENUM-013,This family is useful for certificate-adapter work but not part of the core official fiscal protocol corpus
enums.csv,ENUM-070,CertificateType,reference_only,reference_impl,high,REF-006,REC-ENUM-013,This family is useful for certificate-adapter work but not part of the core official fiscal protocol corpus
enums.csv,ENUM-071,CertificateType,reference_only,reference_impl,high,REF-006,REC-ENUM-013,This family is useful for certificate-adapter work but not part of the core official fiscal protocol corpus
enums.csv,ENUM-072,CertificateType,reference_only,reference_impl,medium,REF-006,REC-ENUM-013,This family is useful for certificate-adapter work but not part of the core official fiscal protocol corpus
enums.csv,ENUM-073,CertificateType,reference_only,reference_impl,medium,REF-006,REC-ENUM-013,This family is useful for certificate-adapter work but not part of the core official fiscal protocol corpus
enums.csv,ENUM-074,TaxCategoryType,core_canonical,official_spec,high,KB-006,TXC-ENUM-001,TaxCategory type values are source-published in the shared tax-rate model
enums.csv,ENUM-075,TaxCategoryType,core_canonical,official_spec,high,KB-006,TXC-ENUM-001,TaxCategory type values are source-published in the shared tax-rate model
enums.csv,ENUM-076,TaxCategoryType,core_canonical,official_spec,high,KB-006,TXC-ENUM-001,TaxCategory type values are source-published in the shared tax-rate model
enums.csv,ENUM-077,CommandsType,core_canonical,official_spec,high,KB-006,TXC-ENUM-002,CommandsType is source-published for E-SDC backend command flows
enums.csv,ENUM-078,CommandsType,core_canonical,official_spec,high,KB-006,TXC-ENUM-002,CommandsType is source-published for E-SDC backend command flows
enums.csv,ENUM-079,CommandsType,core_canonical,official_spec,high,KB-006,TXC-ENUM-002,CommandsType is source-published for E-SDC backend command flows
enums.csv,ENUM-080,CommandsType,core_canonical,official_spec,high,KB-006,TXC-ENUM-002,CommandsType is source-published for E-SDC backend command flows
enums.csv,ENUM-081,CommandsType,core_canonical,official_spec,high,KB-006,TXC-ENUM-002,CommandsType is source-published for E-SDC backend command flows
enums.csv,ENUM-082,CommandsType,core_canonical,official_spec,high,KB-006,TXC-ENUM-002,CommandsType is source-published for E-SDC backend command flows
enums.csv,ENUM-083,CommandsType,core_canonical,official_spec,high,KB-006,TXC-ENUM-002,CommandsType is source-published for E-SDC backend command flows
